,Link,Company,Location,Title,Date
242,https://seedfund.nsf.gov/awardees/history/details/?company=total-analysis-llc,TOTAL ANALYSIS L.L.C.,"DETROIT, MI","SBIR Phase I: Combating Pathogens, Helios-1 Onsite Universal Detection",07/25/2023
246,https://seedfund.nsf.gov/awardees/history/details/?company=farmsense-inc,FARMSENSE INC.,"RIVERSIDE, CA","SBIR Phase I: Automatic, Digital Classification and Counting of Mosquitos to Allow More Effective Vector Control",07/21/2023
253,https://seedfund.nsf.gov/awardees/history/details/?company=zqai-llc,ZQAI LLC,"CHICAGO, IL",STTR Phase I: Machine Learning-Based Smart Data Compression Solutions for Structural Health Monitoring Sensors,07/21/2023
254,https://seedfund.nsf.gov/awardees/history/details/?company=central-casting-ai-inc,CENTRAL CASTING AI INC,"METHUEN, MA",SBIR Phase I: Machine Learning Actors to Improve Connectedness across Remote Teams,07/17/2023
256,https://seedfund.nsf.gov/awardees/history/details/?company=geminatio,GEMINATIO,"FORT SALONGA, NY",SBIR Phase I: Liquid-Enabled Advanced Pitch (LEAP) Semiconductor Manufacturing,07/17/2023
257,https://seedfund.nsf.gov/awardees/history/details/?company=hyprlift-inc,"HYPRLIFT, INC.","SANTA CLARA, CA",SBIR Phase II: Hyprlift Vertical Transportation System Prototype,07/17/2023
264,https://seedfund.nsf.gov/awardees/history/details/?company=revision-autonomy-inc,REVISION AUTONOMY INC,"KALAMAZOO, MI",SBIR Phase I: Scientific Discovery Translation of Snow-Covered Road Perception Software to a Lane Detection in Snow (LDIS) Product,07/17/2023
265,https://seedfund.nsf.gov/awardees/history/details/?company=scdevice-llc,SCDEVICE LLC,"PORTLAND, OR","SBIR Phase I: Radiation Tolerant, High-Voltage, Silicon Carbide Devices",07/17/2023
270,https://seedfund.nsf.gov/awardees/history/details/?company=valcon-labs-inc,"VALCON LABS, INC.","MILPITAS, CA",STTR Phase I: Self-healing Power Electronics for Urban Air Mobility Applications,07/17/2023
271,https://seedfund.nsf.gov/awardees/history/details/?company=windscapeai-llc,WINDSCAPEAI LLC,"BERKELEY, CA",SBIR Phase I: Proximate Wind Forecasts: A New Machine Learning Approach to Increasing Wind Energy Production,07/17/2023
272,https://seedfund.nsf.gov/awardees/history/details/?company=wurq-inc,"WURQ, INC.","SOMERVILLE, MA","SBIR Phase I: Artificial Intelligence (AI)-Powered, Wearable Technology to Monitor and Assess Strength Training Activities",07/17/2023
275,https://seedfund.nsf.gov/awardees/history/details/?company=syzygy-optics-llc,SYZYGY OPTICS LLC,"CHAPEL HILL, NC",STTR Phase I: Curved Volume Phase Holographic Gratings: Efficient and High-Resolution Hyperspectral Imaging,07/11/2023
276,https://seedfund.nsf.gov/awardees/history/details/?company=metal-oxide-technologies-inc,Metal Oxide Technologies Inc.,"HOUSTON, TX",SBIR Phase I: Development and Integration of Reactor Enhancements for High Temperature Superconductive Wire Production,07/06/2023
277,https://seedfund.nsf.gov/awardees/history/details/?company=otherwordly-llc,OTHERWORDLY LLC,"TAKOMA PARK, MD",SBIR Phase I: Automated Detection of Confounds and Inappropriate Context to Promote Prosocial Learning and Cognition,07/06/2023
278,https://seedfund.nsf.gov/awardees/history/details/?company=bluefusion-inc,BLUEFUSION INC.,"BOSTON, MA",SBIR Phase I: Software-Defined Sub-Terahertz Imaging Radar for Algorithmic Agility and All-Weather Transportation Safety,07/05/2023
281,https://seedfund.nsf.gov/awardees/history/details/?company=powder-watts-llc,"POWDER WATTS, LLC","PARK CITY, UT","SBIR Phase I: Low-Cost, Vision-Enhanced, High-Efficiency Heat Cable Control System",07/05/2023
283,https://seedfund.nsf.gov/awardees/history/details/?company=quantivly-inc,"QUANTIVLY, INC.","SOMERVILLE, MA",SBIR Phase II: Building the digital twin of radiology operations,07/05/2023
284,https://seedfund.nsf.gov/awardees/history/details/?company=quantum-energy-inc,"QUANTUM ENERGY, INC.","SANTA BARBARA, CA",SBIR Phase I: An impact analytics platform combining energy system optimization and life cycle assessment,07/05/2023
287,https://seedfund.nsf.gov/awardees/history/details/?company=innotech-systems-llc,INNOTECH SYSTEMS LLC,"LA CRESCENTA, CA",SBIR Phase I: Precision Docking for Automated Charging of Unmanned Platforms and Electric Vehicles,06/20/2023
289,https://seedfund.nsf.gov/awardees/history/details/?company=culturally-responsive-solutions-llc,"CULTURALLY RESPONSIVE SOLUTIONS, LLC","WALLINGFORD, PA","SBIR Phase I: Artificial Intelligence (AI)-powered platform for evaluating and developing cultural competence and diversity, equity and inclusion awareness",06/15/2023
290,https://seedfund.nsf.gov/awardees/history/details/?company=form-finding-studio-llc,FORM FINDING STUDIO LLC,"REDDING, CA",SBIR Phase I: Computer Aided Design and Simulation Software for Origami,06/15/2023
291,https://seedfund.nsf.gov/awardees/history/details/?company=solopulse-corp,SOLOPULSE CORP.,"DECATUR, GA",SBIR Phase I: Single-Pulse Radio Frequency Software Suite to Improve Advanced Driver Assistance Systems Safety,06/15/2023
292,https://seedfund.nsf.gov/awardees/history/details/?company=emagine-solutions-technology,Emagine Solutions Technology,"TUCSON, AZ",SBIR Phase II: Improved Maternal Health with Predictive Patient Monitoring,06/12/2023
296,https://seedfund.nsf.gov/awardees/history/details/?company=docugami-inc,"DOCUGAMI, INC.","KIRKLAND, WA",SBIR Phase II: Authoring Assistance via Contextual Semantic Labeling,06/07/2023
299,https://seedfund.nsf.gov/awardees/history/details/?company=chibitronics-inc,CHIBITRONICS INC.,"NEW PORT RICHEY, FL",SBIR Phase II: Computer Aided Design Toolkit for Desktop Digital Fabrication of Circuits on Paper,06/01/2023
300,https://seedfund.nsf.gov/awardees/history/details/?company=mapless-ai-inc,"MAPLESS AI, INC.","PITTSBURGH, PA",SBIR Phase II: Autonomous active safety systems for verifiably safe operation of ground vehicles,06/01/2023
302,https://seedfund.nsf.gov/awardees/history/details/?company=neurotechr3-inc,NEUROTECHR3 INC.,"WARREN, NJ",SBIR Phase II: A machine learning-driven telerehabilitation solution designed to promote the personalized recovery of hand and arm functions post stroke,06/01/2023
304,https://seedfund.nsf.gov/awardees/history/details/?company=photonect-interconnect-solutions-inc,PHOTONECT INTERCONNECT SOLUTIONS INC,"ROCHESTER, NY",SBIR Phase I: Development of a Chip Technology for Cheaper and Easier Photonic Device Manufacturing,06/01/2023
306,https://seedfund.nsf.gov/awardees/history/details/?company=fireline-science-llc,FIRELINE SCIENCE LLC,"TEMPE, AZ",SBIR Phase II: Offline Edge Learning Management System,05/31/2023
309,https://seedfund.nsf.gov/awardees/history/details/?company=curiedx-llc,"CURIEDX, LLC","BALTIMORE, MD",SBIR Phase I: Development of a Machine Learning System to Identify Streptococcal Pharyngitis with a Smartphone Image,05/30/2023
310,https://seedfund.nsf.gov/awardees/history/details/?company=mapcollective-inc,"MAP-COLLECTIVE, INC.","WASHINGTON, DC",SBIR Phase II: Development of a Distributed Ledger System to Track Environmental Sustainability,05/30/2023
311,https://seedfund.nsf.gov/awardees/history/details/?company=nexilico-inc,"NEXILICO, INC.","DANVILLE, CA",SBIR Phase II: An omics-based computational drug design and discovery platform for next generation microbiome therapeutics,05/30/2023
312,https://seedfund.nsf.gov/awardees/history/details/?company=pollux-technologies-llc,POLLUX TECHNOLOGIES LLC,"EAST BRUNSWICK, NJ",SBIR Phase I: Internet of Things (IoT)-Enabled Smart Filter,05/30/2023
313,https://seedfund.nsf.gov/awardees/history/details/?company=owlfly,OWLFLY,"FRENCHTOWN, NJ",SBIR Phase I: Machine to fabricate a bioinspired insulation material: The Concatenator,05/25/2023
314,https://seedfund.nsf.gov/awardees/history/details/?company=greensight-agronomics-inc,"GREENSIGHT AGRONOMICS, INC.","BOSTON, MA",SBIR Phase II: High Resolution Environmental Sensing Using Nanodrones,05/23/2023
315,https://seedfund.nsf.gov/awardees/history/details/?company=oam-photonics-llc,OAM PHOTONICS LLC,"ALBUQUERQUE, NM",SBIR Phase II: Focal Plane Array for Active Coherent Imaging,05/23/2023
316,https://seedfund.nsf.gov/awardees/history/details/?company=connected-wise-llc,CONNECTED WISE LLC,"ORLANDO, FL",SBIR Phase I: Autonomous Warning Triangle System (aWTS) for Emergency Stopping,05/19/2023
318,https://seedfund.nsf.gov/awardees/history/details/?company=lateralsystems-llc,LATERAL.SYSTEMS LLC,"PORTLAND, OR",SBIR Phase I: Cultivation Assistant Platform,05/15/2023
322,https://seedfund.nsf.gov/awardees/history/details/?company=pseudolithic-llc,"PSEUDOLITHIC, LLC","SANTA BARBARA, CA",SBIR Phase II: Integration of Heterogeneous Device Technologies,05/15/2023
323,https://seedfund.nsf.gov/awardees/history/details/?company=midwest-electric-propulsion-company-mepco,MIDWEST ELECTRIC PROPULSION COMPANY (MEPCO),"MILWAUKEE, WI","SBIR Phase I: A compact, 3-level, high efficiency, 4-port, modular universal power conversion system with Internet of Things (IOT) using Wide Bandgap (WBG) devices",05/10/2023
324,https://seedfund.nsf.gov/awardees/history/details/?company=morphobotics-llc,MORPHOBOTICS LLC,"BARRINGTON, RI",STTR Phase I: Subcanopy 3D forest mapping by uncrewed aerial vehicle,05/10/2023
325,https://seedfund.nsf.gov/awardees/history/details/?company=emprise-concepts-llc,EMPRISE CONCEPTS LLC,"EVERGREEN, CO","STTR Phase I: Underground Live - an innovative, advanced analytical tool for characterizing the subsurface and reducing underground construction risk",05/09/2023
326,https://seedfund.nsf.gov/awardees/history/details/?company=ligero-inc,"LIGERO, INC.","PITTSFORD, NY",SBIR Phase I: Lightweight Scalable Auctions for Decentralized Martketplaces and Beyond,05/09/2023
330,https://seedfund.nsf.gov/awardees/history/details/?company=canopii-inc,CANOPII INC.,"SILVERTON, OR",SBIR Phase II: Full-Scale Demonstration of Autonomous Robotic Greenhouse for Sustainable Local Food Production,04/28/2023
331,https://seedfund.nsf.gov/awardees/history/details/?company=gaia-ai-inc,"GAIA AI, INC","SOMERVILLE, MA","STTR Phase I: Registration of Below-Canopy, Above-Canopy, and Satellite Sensor Streams for Forest Inventories",04/28/2023
334,https://seedfund.nsf.gov/awardees/history/details/?company=archdia-llc,ArchDia LLC,"CRANBERRY TOWNSHIP, PA",SBIR Phase I: Value-Driven Design Debt Management for Contemporary Software Systems,04/27/2023
339,https://seedfund.nsf.gov/awardees/history/details/?company=goodman-consulting-group-llc,"GOODMAN CONSULTING GROUP, LLC","TUCSON, AZ",SBIR Phase I: Pathogen Interception: A new method for finding and identifying genetic sequences,04/27/2023
342,https://seedfund.nsf.gov/awardees/history/details/?company=pike-robotics-inc,PIKE ROBOTICS INC.,"AUSTIN, TX",SBIR Phase I: Autonomous Inspection Robot for Seal Inspection of Floating Roof Storage Tanks,04/27/2023
343,https://seedfund.nsf.gov/awardees/history/details/?company=prenostik-llc,"PRENOSTIK, LLC","IRVINE, CA",SBIR Phase I: A Student Learning Dashboard,04/27/2023
344,https://seedfund.nsf.gov/awardees/history/details/?company=probloch-llc,PROBLOCH LLC,"AUSTIN, TX",SBIR Phase I: Distributed Ledger Technology Based Collaborative Project Management Platform,04/27/2023
346,https://seedfund.nsf.gov/awardees/history/details/?company=leviosa-technologies-llc,LEVIOSA TECHNOLOGIES LLC,"WOODBURY, MN",SBIR Phase I: Hybrid Computing Techniques for Quantum-inspired Ising Machines,04/26/2023
347,https://seedfund.nsf.gov/awardees/history/details/?company=applied-sentience-inc,APPLIED SENTIENCE INC.,"SAN FRANCISCO, CA",SBIR Phase I: A Human-Aware Platform for Socially Collaborative Personal Artificial Intelligence (AI) Assistants,04/21/2023
349,https://seedfund.nsf.gov/awardees/history/details/?company=intersphere-inc,"INTERSPHERE, INC.","FORT COLLINS, CO",SBIR Phase II: Sub-Decadal Weather and Climate Forecast System to Mitigate Risk for Energy and Natural Resource Applications,04/21/2023
351,https://seedfund.nsf.gov/awardees/history/details/?company=muuklabs-inc,MUUKLABS INC.,"RALEIGH, NC",SBIR Phase II: Artificial Intelligence Powered Software Testing,04/21/2023
353,https://seedfund.nsf.gov/awardees/history/details/?company=red-oak-strategic-llc,"RED OAK STRATEGIC, LLC","ALEXANDRIA, VA",SBIR Phase II: A Blockchain Ecosystem for Encrypting Real World Data and Developing Artificial Intelligence to Optimize Pharmacy Prior Authorization,04/21/2023
355,https://seedfund.nsf.gov/awardees/history/details/?company=crystal-sonic-inc,"CRYSTAL SONIC, INC.","PHOENIX, AZ",SBIR Phase I: Sonic Lift-Off (SLO) for Lower Cost Wide Bandgap Devices,04/19/2023
357,https://seedfund.nsf.gov/awardees/history/details/?company=estetm-leverage-inc,"ESTE(TM) LEVERAGE, INC.","LOS ANGELES, CA",SBIR Phase I: Artificial Intelligence (AI)-enabled Personalized Employability Curriculum (APEC),04/19/2023
361,https://seedfund.nsf.gov/awardees/history/details/?company=paradocs-health-inc,PARADOCS HEALTH INC.,"HOUSTON, TX","SBIR Phase I: Tackling Healthcare?s Paradoxes: Quality Patient Care, Provider Workflow, and Data Security",04/19/2023
362,https://seedfund.nsf.gov/awardees/history/details/?company=arieca-inc,Arieca Inc.,"PITTSBURGH, PA",SBIR Phase II: Ultrasoft Thermal Interface Elastomer for Microelectronics,04/07/2023
363,https://seedfund.nsf.gov/awardees/history/details/?company=avconnect-inc,"AV-CONNECT, INC.","ALAMEDA, CA",SBIR Phase II: Improving fleet operational metrics through service optimization with automated learning of vehicle energy performance models for zero-emission public transport,04/07/2023
364,https://seedfund.nsf.gov/awardees/history/details/?company=comon-solutions-llc,COMON SOLUTIONS LLC,"PACIFIC GROVE, CA",SBIR Phase II: High-Resolution Image Segmentation for Natural Resource Management,04/07/2023
365,https://seedfund.nsf.gov/awardees/history/details/?company=iqinetics-technologies-inc,IQInetics Technologies Inc.,"PHILADELPHIA, PA",SBIR Phase II: An innovative calibration software to suppress torque ripple and improve performance of electric motors.,04/07/2023
367,https://seedfund.nsf.gov/awardees/history/details/?company=nerrative-technology-inc,NERRATIVE TECHNOLOGY INC.,"CAMARILLO, CA","SBIR Phase I: A platform to connect underserved and underrepresented communities to science, technology, engineering and mathemetics (STEM) careers",04/05/2023
368,https://seedfund.nsf.gov/awardees/history/details/?company=4thought-technologies-inc,"4thought Technologies, Inc.","New York, NY",SBIR Phase I: Super High Performance No-Code Platform,04/03/2023
370,https://seedfund.nsf.gov/awardees/history/details/?company=vortex-space-systems-llc,VORTEX SPACE SYSTEMS LLC,"GAITHERSBURG, MD",STTR Phase I: Hyper Transfer Vehicle Concept Demonstration,04/03/2023
372,https://seedfund.nsf.gov/awardees/history/details/?company=braillewear,BRAILLEWEAR,"DOVER, DE","SBIR Phase I: A Wearable, Independent, Braille-Assistive Learning Device",03/31/2023
373,https://seedfund.nsf.gov/awardees/history/details/?company=cartesian-systems-inc,"CARTESIAN SYSTEMS, INC.","CAMBRIDGE, MA",SBIR Phase I: A Handheld Fine-Grained Radio Frequency IDentification (RFID) Localization System for Retail Automation,03/31/2023
374,https://seedfund.nsf.gov/awardees/history/details/?company=class-bucks-llc,CLASS BUCKS LLC,"ALBUQUERQUE, NM",SBIR Phase I: Class Bucks Engagement and Gamified Learning System,03/31/2023
378,https://seedfund.nsf.gov/awardees/history/details/?company=transparent-path-spc,TRANSPARENT PATH SPC,"SEATTLE, WA",STTR Phase I: Biodegradable Electronic Sensors to Measure Environmental Data for Perishable Goods,03/31/2023
379,https://seedfund.nsf.gov/awardees/history/details/?company=aeromutable-corporation,AEROMUTABLE CORPORATION,"SAN DIEGO, CA",SBIR Phase II: Multi Sub-System Miniaturization and Development for Semi-Truck Fuel Savings Device,03/24/2023
382,https://seedfund.nsf.gov/awardees/history/details/?company=atlanta-analytics-llc,ATLANTA ANALYTICS LLC,"ATLANTA, GA",SBIR Phase I: Simulating Demand and Competition for Emerging Transportation Modes,03/23/2023
383,https://seedfund.nsf.gov/awardees/history/details/?company=epixego-inc,EPIXEGO INC.,"FREMONT, CA",SBIR Phase I: A novel method to scaling mentoring and career development in Institutes of Higher Education,03/23/2023
387,https://seedfund.nsf.gov/awardees/history/details/?company=s2a-technologies-llc,S2A TECHNOLOGIES LLC,"ANN ARBOR, MI",STTR Phase II: Development of Autocalibration Techniques to Enable Commercial Scale-up of Software-based Vibration Compensation for 3D Printers,03/23/2023
389,https://seedfund.nsf.gov/awardees/history/details/?company=systems-research-and-consulting,Systems Research and Consulting,"ROCHESTER HILLS, MI",STTR Phase I: Internet of Things (IOT) Safety Device and System for Micro-Mobility Products,03/23/2023
393,https://seedfund.nsf.gov/awardees/history/details/?company=leap-photovoltaics-inc,LEAP PHOTOVOLTAICS INC.,"SAN FRANCISCO, CA",SBIR Phase I: Low-cost Domestic Additive Manufacturing for Silicon Solar Cells,03/16/2023
396,https://seedfund.nsf.gov/awardees/history/details/?company=national-currency-technologies-inc,"NATIONAL CURRENCY TECHNOLOGIES, INC.","ASHBURN, VA","SBIR Phase I: Security Gateway Processing Software for an Inclusive Public-Facing, Limited-Purpose Destination System",03/14/2023
397,https://seedfund.nsf.gov/awardees/history/details/?company=learn-collaborate-inc,LEARN COLLABORATE INC.,"STUDIO CITY, CA",STTR Phase I: Enabling Student Project Collaboration with Artificial Intelligence Augmented Mentorship,03/13/2023
399,https://seedfund.nsf.gov/awardees/history/details/?company=axon-dx-llc,Axon Dx LLC,"Earlysville, VA",SBIR Phase II: Development of AI Software to Capture and Identify Circulating Rare Cells in Lung Patients,03/09/2023
401,https://seedfund.nsf.gov/awardees/history/details/?company=articulateai-inc,Articulate.AI Inc.,"NEW YORK, NY",SBIR Phase I: Adaptive Dialog Systems As Second Language Learning Partners,03/07/2023
403,https://seedfund.nsf.gov/awardees/history/details/?company=energao-inc,"ENERGAO, INC.","MAKANDA, IL",SBIR Phase I: Development of Fire-Safe and Low-Cost Flow Batteries using New Membranes for Long-Duration Energy Storage,03/07/2023
405,https://seedfund.nsf.gov/awardees/history/details/?company=lumenastra,LUMENASTRA,"LONGMONT, CO",SBIR Phase II: A Wearable Non-Invasive Deep Tissue Thermometer,03/07/2023
407,https://seedfund.nsf.gov/awardees/history/details/?company=care-weather-technologies-llc,"CARE WEATHER TECHNOLOGIES, LLC","PROVO, UT","STTR Phase I:Constellation of Nanosatellite Radars for Near-Hourly, Global Ocean Surface Vector Winds",02/23/2023
408,https://seedfund.nsf.gov/awardees/history/details/?company=deepconvo-inc,DEEPCONVO INC.,"PITTSBURGH, PA",SBIR Phase II: Voice-based telehealth interface for symptom monitoring and screening for chronic and acute respiratory diseases,02/23/2023
411,https://seedfund.nsf.gov/awardees/history/details/?company=geolabe-llc,GEOLABE LLC,"LOS ALAMOS, NM",SBIR Phase I: Autonomous Interferometric Synthetic Aperture Radar (InSAR) for surface deformation monitoring,02/23/2023
413,https://seedfund.nsf.gov/awardees/history/details/?company=alchemie-solutions-inc,"Alchemie Solutions, Inc.","BLOOMFIELD HILLS, MI",SBIR Phase I: Re-envisioning alt text for education through concurrent authoring and diagram design,02/17/2023
417,https://seedfund.nsf.gov/awardees/history/details/?company=resuture-inc,Resuture Inc.,"Surprise, AZ","SBIR Phase II: Quantification of Operative Performance via Simulated Surgery, Capacitive Sensing, and Machine Learning to Improve Surgeon Performance & Medical Device Development",02/17/2023
419,https://seedfund.nsf.gov/awardees/history/details/?company=gridiron-robotics-llc,GRIDIRON ROBOTICS LLC,"CHALFONT, PA",SBIR Phase I: Developing an Automated Outbound Packing System,02/15/2023
421,https://seedfund.nsf.gov/awardees/history/details/?company=promedix-inc,"PROMEDIX, INC.","PORTLAND, OR",STTR Phase I: Electronic Measurement of Capillary Refill Time to Improve Outcomes from Sepsis,02/15/2023
423,https://seedfund.nsf.gov/awardees/history/details/?company=learning-network-llc-the,"LEARNING NETWORK, LLC, THE","ALLEN, TX",SBIR Phase I: College Bound Video Game,02/13/2023
427,https://seedfund.nsf.gov/awardees/history/details/?company=med-dimensions-llc,"MED DIMENSIONS, LLC","ONTARIO, NY",SBIR Phase I: Novel Artificial Intelligence (AI)-Mediated Orthopedic Implant Design and Selection,02/10/2023
429,https://seedfund.nsf.gov/awardees/history/details/?company=ilambda-inc,"ILAMBDA, INC.","AURORA, OH",SBIR Phase I: Scaling Up Open Innovation with Crowd Wisdom and Artificial Intelligence (AI) for Smarter and More Sustainable Fashion,02/08/2023
431,https://seedfund.nsf.gov/awardees/history/details/?company=mineralogic-llc,MINERALOGIC LLC,"DULUTH, MN",SBIR Phase II: Predictive Tools for Characterizing Carbon Sequestration in Mined Materials,02/08/2023
432,https://seedfund.nsf.gov/awardees/history/details/?company=signspeak-inc,SIGN-SPEAK Inc,"VICTOR, NY",SBIR Phase I: Real-Time Artificial Intelligence (AI) Bidirectional American Sign Language (ASL) Communication System,02/08/2023
435,https://seedfund.nsf.gov/awardees/history/details/?company=mealmate-inc,MEALMATE INC.,"LOS ANGELES, CA",SBIR Phase I: A Deep-learning-based Chatbot and Personalized Recommendations: Application to Nutrition,02/07/2023
436,https://seedfund.nsf.gov/awardees/history/details/?company=carbon-solutions-llc,CARBON SOLUTIONS LLC,"PLEASANT LAKE, IN",SBIR Phase I: A Decision-Support Tool for Identifying Carbon Dioxide (CO2) Capture Opportunities for the Nation?s Energy Transition,02/06/2023
438,https://seedfund.nsf.gov/awardees/history/details/?company=envonics-llc,ENVONICS LLC,"NORTH MIAMI, FL",SBIR Phase I: A real-time precision nutrient analysis and management system for hydroponic farming operations,02/06/2023
440,https://seedfund.nsf.gov/awardees/history/details/?company=tatum-robotics-llc,TATUM ROBOTICS LLC,"HUDSON, MA",SBIR Phase I: Robotic system outputting natural tactile-sign language to aid Deaf and Deafblind communication,02/06/2023
441,https://seedfund.nsf.gov/awardees/history/details/?company=stardust-labs-inc,STARDUST LABS INC.,"COLONIA, NJ",SBIR Phase I: Next-Generation Maximal Extractable Value (MEV) Proof Distributed Ledger Architecture,02/02/2023
446,https://seedfund.nsf.gov/awardees/history/details/?company=community-energy-labs-llc,"COMMUNITY ENERGY LABS, LLC","PORTLAND, OR",SBIR Phase I: Smart Control Automation and Learning for Energy,01/18/2023
448,https://seedfund.nsf.gov/awardees/history/details/?company=estat-actuation-inc,"ESTAT ACTUATION, INC.","PITTSBURGH, PA",SBIR Phase II: Rotary Electroadhesive Clutch for Lightweight and Energy-Efficient Actuators in Next-Generation Robots,01/18/2023
449,https://seedfund.nsf.gov/awardees/history/details/?company=hyphae-design-lab,Hyphae Design Lab,"OAKLAND, CA",SBIR Phase II: Ecosystem Design Tool,01/18/2023
453,https://seedfund.nsf.gov/awardees/history/details/?company=rstream-recycling-llc,RSTREAM RECYCLING LLC,"MILTON, MA",SBIR Phase I: Autonomous waste sorting platform for decentralized pre-processing,01/18/2023
456,https://seedfund.nsf.gov/awardees/history/details/?company=manus-robotics-inc,MANUS ROBOTICS INC.,"LEXINGTON, MA",SBIR Phase II: A Novel Human Machine Interface for Assistive Robots,01/13/2023
457,https://seedfund.nsf.gov/awardees/history/details/?company=neptunya-ocean-power-llc,NEPTUNYA OCEAN POWER LLC,"BOCA RATON, FL",SBIR Phase I: Grid-Scale Marine Renewable Energy Technology Unlocked by Cost Reduction Innovations,01/13/2023
460,https://seedfund.nsf.gov/awardees/history/details/?company=optic-fringe-corp,OPTIC FRINGE CORP.,"NORTH BILLERICA, MA",SBIR Phase I: Artificial Intelligence (AI)-Aided Part Identification for Coordinate Measuring Machines,01/13/2023
461,https://seedfund.nsf.gov/awardees/history/details/?company=polarctic-llc,POLARCTIC LLC,"STAFFORD, VA",SBIR Phase II: Arctic Environmental Modeling with Augmentation and Curation from an Artificial Intelligence Engine,01/13/2023
464,https://seedfund.nsf.gov/awardees/history/details/?company=radwave-technologies-inc,RADWAVE TECHNOLOGIES INC.,"SAINT PAUL, MN",SBIR Phase II: Modular And Reconfigurable Electromagnetic Navigation System For Surgical Interventions And Medical Robotics,01/13/2023
465,https://seedfund.nsf.gov/awardees/history/details/?company=rce-technologies-inc,"RCE TECHNOLOGIES, INC.","WOODSTOCK, GA","SBIR Phase I: Development of novel artificial intelligence (AI)-enabled, non-invasive, heart attack diagnostics",01/13/2023
466,https://seedfund.nsf.gov/awardees/history/details/?company=treeswift-inc,TREESWIFT INC,"PHILADELPHIA, PA",SBIR Phase II: Robotic Forest Inventory and Mapping,01/13/2023
467,https://seedfund.nsf.gov/awardees/history/details/?company=calm-waters-group-llc,CALM WATERS GROUP LLC,"VALLEJO, CA",SBIR Phase I: A Stakeholder Management Platform for Environmental Justice,01/11/2023
468,https://seedfund.nsf.gov/awardees/history/details/?company=zenobia-therapeutics,Zenobia Therapeutics,"SAN DIEGO, CA",SBIR Phase II: A web-application that enables hands-on biotech laboratory education for students regardless of socioeconomic status,01/11/2023
470,https://seedfund.nsf.gov/awardees/history/details/?company=inversai-inc,"INVERSAI, INC.","ATHENS, GA",STTR Phase I: Integrating Vision-Guided Collaborative Robots for Postharvest Processing of Produce,01/03/2023
471,https://seedfund.nsf.gov/awardees/history/details/?company=learningclues-llc,"LEARNINGCLUES, LLC","ANN ARBOR, MI","SBIR Phase I: Scalable, on-demand, research-based, help-seeking innovation for learners in virtual and recorded training programs",01/03/2023
476,https://seedfund.nsf.gov/awardees/history/details/?company=lilu-inc,"LILU, INC.","NEW YORK, NY",SBIR Phase II: Sensor-based bra to measure breast milk output and monitor changes in breast volume before and after breastfeeding or breast pumping,12/20/2022
477,https://seedfund.nsf.gov/awardees/history/details/?company=mathbrix-llc,mathbrix llc,"SAINT LOUIS, MO",SBIR Phase II: Building Mathematical Thinking and Problem-solving Skills Together Through Play,12/20/2022
478,https://seedfund.nsf.gov/awardees/history/details/?company=monstr-sense-technologies-llc,"MONSTR SENSE TECHNOLOGIES, LLC","ANN ARBOR, MI",SBIR Phase II: Rapid-scanning Ultrafast Imaging Microscope for Material Inspection,12/20/2022
479,https://seedfund.nsf.gov/awardees/history/details/?company=owic-technologies-inc,"OWIC TECHNOLOGIES, INC.","ITHACA, NY",SBIR Phase II: MicroLINKs: connecting the physical and digital worlds,12/20/2022
483,https://seedfund.nsf.gov/awardees/history/details/?company=2pi-inc,2PI INC.,"NEWTON, MA","SBIR Phase I: High-performance, ultra-compact 3D sensor enabled by metasurface flat optics",11/29/2022
486,https://seedfund.nsf.gov/awardees/history/details/?company=percev-llc,PERCEV LLC,"DAVENPORT, IA",STTR Phase II: Probabilistic and Explainable Deep Learning for the Intuitive Predictive Maintenance of Industrial and Agricultural Equipment,11/25/2022
487,https://seedfund.nsf.gov/awardees/history/details/?company=steg-ai-corporation,STEG AI CORPORATION,"IRVINE, CA",SBIR Phase II: Novel photographic steganography to reduce digital piracy on live streaming platforms,11/25/2022
491,https://seedfund.nsf.gov/awardees/history/details/?company=advisory-aerospace-osc-llc,ADVISORY AEROSPACE OSC LLC,"MINNETONKA, MN",SBIR Phase II: A robust production scheduling optimizer for aerospace manufacturers,11/18/2022
492,https://seedfund.nsf.gov/awardees/history/details/?company=paramium-technologies-llc,PARAMIUM TECHNOLOGIES LLC,"TUCSON, AZ",SBIR Phase II: A Flexible and Efficient Manufacturing System for Radio Antenna Reflectors,11/17/2022
494,https://seedfund.nsf.gov/awardees/history/details/?company=direct-kinetic-solutions-llc,DIRECT KINETIC SOLUTIONS LLC,"EL PASO, TX",SBIR Phase I: Quantum Power Chip Component Development,09/21/2022
495,https://seedfund.nsf.gov/awardees/history/details/?company=sld-photonics-llc,"SLD PHOTONICS, LLC","LARAMIE, WY",SBIR Phase I: Single broadband detector from visible to near infrared using the spin Seebeck effect,09/20/2022
496,https://seedfund.nsf.gov/awardees/history/details/?company=terecircuits-corporation,TERECIRCUITS CORPORATION,"MOUNTAIN VIEW, CA",SBIR Phase II: Photopolymer-based Microelectronic Device Transfer Process,09/19/2022
497,https://seedfund.nsf.gov/awardees/history/details/?company=abberit-llc,ABBERIT LLC,"REDMOND, WA",SBIR Phase I: Harvesting strawberry using delta robots,09/16/2022
